Date,Production_Line,Shift,Production_Volume,Planned_Production,Downtime_Hours,Defect_Count,OEE_Percent,Defect_Rate_Percent,Throughput_Efficiency_Percent
2026-03-01,LINE-A,Night,810,1061,1.84,29,56.68,3.58,76.34
2026-03-01,LINE-B,Morning,998,1051,0.19,12,91.59,1.2,94.96
2026-03-01,LINE-B,Afternoon,947,1062,0.69,49,77.27,5.17,89.17
2026-03-01,LINE-B,Night,1165,1106,0.53,30,95.82,2.58,105.33
2026-03-01,LINE-C,Morning,1040,1258,2.48,9,56.55,0.87,82.67
2026-03-01,LINE-C,Afternoon,1060,1053,2.91,13,63.25,1.23,100.66
2026-03-01,LINE-C,Night,898,1019,2.98,46,52.47,5.12,88.13
2026-03-01,LINE-D,Morning,977,1061,2.99,7,57.25,0.72,92.08
2026-03-01,LINE-D,Afternoon,959,1226,0.67,29,69.5,3.02,78.22
2026-03-01,LINE-D,Night,1128,1067,1.74,38,79.94,3.37,105.72
2026-03-02,LINE-A,Morning,1066,1104,1.17,32,79.97,3.0,96.56
2026-03-02,LINE-A,Afternoon,828,1136,0.13,38,68.42,4.59,72.89
2026-03-02,LINE-A,Night,1131,1169,2.43,44,64.74,3.89,96.75
2026-03-02,LINE-B,Morning,824,1260,2.21,38,45.15,4.61,65.4
2026-03-02,LINE-B,Afternoon,923,1037,0.78,9,79.54,0.98,89.01
2026-03-02,LINE-B,Night,975,1089,1.6,41,68.61,4.21,89.53
2026-03-02,LINE-C,Morning,1115,1175,2.05,9,70.01,0.81,94.89
2026-03-02,LINE-C,Afternoon,880,1113,1.49,36,61.72,4.09,79.07
2026-03-02,LINE-C,Night,1117,1114,2.47,44,66.58,3.94,100.27
2026-03-02,LINE-D,Morning,1153,1039,1.7,49,83.67,4.25,110.97
2026-03-02,LINE-D,Afternoon,1088,1261,1.56,20,68.18,1.84,86.28
2026-03-02,LINE-D,Night,967,1091,2.55,45,57.57,4.65,88.63
2026-03-03,LINE-A,Morning,1068,1044,2.09,46,72.32,4.31,102.3
2026-03-03,LINE-A,Afternoon,1155,1190,2.1,11,70.9,0.95,97.06
2026-03-03,LINE-A,Night,932,1234,2.88,35,46.52,3.76,75.53
2026-03-03,LINE-B,Morning,822,1159,1.01,34,59.4,4.14,70.92
2026-03-03,LINE-B,Afternoon,838,1081,2.45,18,52.63,2.15,77.52
2026-03-03,LINE-B,Night,876,1011,0.02,36,82.88,4.11,86.65
2026-03-03,LINE-C,Morning,812,1045,0.98,45,64.4,5.54,77.7
2026-03-03,LINE-C,Afternoon,816,1222,1.13,28,55.38,3.43,66.78
2026-03-03,LINE-C,Night,1164,1162,0.39,23,93.4,1.98,100.17
2026-03-03,LINE-D,Morning,873,1232,2.89,32,43.6,3.67,70.86
2026-03-03,LINE-D,Afternoon,859,1221,2.26,26,48.95,3.03,70.35
2026-03-03,LINE-D,Night,995,1241,2.84,21,50.62,2.11,80.18
2026-03-04,LINE-A,Morning,811,1192,0.17,22,64.79,2.71,68.04
2026-03-04,LINE-A,Afternoon,1105,1269,2.92,33,53.64,2.99,87.08
2026-03-04,LINE-A,Night,1003,1163,1.94,16,64.28,1.6,86.24
2026-03-04,LINE-B,Morning,806,1028,0.07,10,76.75,1.24,78.4
2026-03-04,LINE-B,Afternoon,1166,1078,2.46,15,73.93,1.29,108.16
2026-03-04,LINE-B,Night,857,1025,0.48,38,75.11,4.43,83.61
2026-03-04,LINE-C,Morning,1084,1003,1.28,17,89.36,1.57,108.08
2026-03-04,LINE-C,Afternoon,838,1270,2.38,33,44.52,3.94,65.98
2026-03-04,LINE-C,Night,874,1287,0.25,18,64.44,2.06,67.91
2026-03-04,LINE-D,Morning,883,1021,0.39,7,81.61,0.79,86.48
2026-03-04,LINE-D,Afternoon,1136,1235,0.09,33,88.31,2.9,91.98
2026-03-04,LINE-D,Night,820,1083,1.19,9,63.74,1.1,75.72
2026-03-05,LINE-A,Morning,1186,1256,0.96,42,80.16,3.54,94.43
2026-03-05,LINE-A,Afternoon,814,1161,0.64,29,62.2,3.56,70.11
2026-03-05,LINE-A,Night,1079,1011,1.69,48,80.44,4.45,106.73
2026-03-05,LINE-B,Morning,1007,1026,2.9,29,60.77,2.88,98.15
2026-03-05,LINE-B,Afternoon,944,1092,2.33,19,60.04,2.01,86.45
2026-03-05,LINE-B,Night,826,1173,1.59,11,55.67,1.33,70.42
2026-03-05,LINE-C,Morning,1186,1180,2.74,7,65.7,0.59,100.51
2026-03-05,LINE-C,Afternoon,845,1014,1.44,18,66.88,2.13,83.33
2026-03-05,LINE-C,Night,1072,1235,0.74,13,77.82,1.21,86.8
2026-03-05,LINE-D,Morning,965,1213,1.75,6,61.76,0.62,79.55
2026-03-05,LINE-D,Afternoon,1143,1071,0.93,17,92.91,1.49,106.72
2026-03-05,LINE-D,Night,1008,1071,1.39,34,75.14,3.37,94.12
2026-03-06,LINE-A,Morning,1119,1094,2.17,15,73.55,1.34,102.29
2026-03-06,LINE-A,Afternoon,1100,1216,2.58,42,58.95,3.82,90.46
2026-03-06,LINE-A,Night,1191,1266,1.44,28,75.33,2.35,94.08
2026-03-06,LINE-B,Morning,840,1075,2.96,36,47.12,4.29,78.14
2026-03-06,LINE-B,Afternoon,879,1085,0.63,37,71.48,4.21,81.01
2026-03-06,LINE-B,Night,1001,1241,0.98,6,70.35,0.6,80.66
2026-03-06,LINE-C,Morning,1024,1288,2.65,34,51.4,3.32,79.5
2026-03-06,LINE-C,Afternoon,876,1115,1.07,43,64.72,4.91,78.57
2026-03-06,LINE-C,Night,993,1165,1.7,19,65.84,1.91,85.24
2026-03-06,LINE-D,Morning,905,1122,0.09,10,78.88,1.1,80.66
2026-03-06,LINE-D,Afternoon,872,1222,1.62,16,55.87,1.83,71.36
2026-03-06,LINE-D,Night,1063,1177,1.88,24,67.53,2.26,90.31
2026-03-07,LINE-A,Morning,1117,1110,2.44,11,69.25,0.98,100.63
2026-03-07,LINE-A,Afternoon,883,1207,1.64,26,56.45,2.94,73.16
2026-03-07,LINE-A,Night,1182,1002,0.12,46,111.67,3.89,117.96
2026-03-07,LINE-B,Morning,813,1011,0.74,17,71.46,2.09,80.42
2026-03-07,LINE-B,Afternoon,824,1242,0.66,40,57.91,4.85,66.34
2026-03-07,LINE-B,Night,972,1220,2.37,36,54.0,3.7,79.67
2026-03-07,LINE-C,Morning,1106,1299,1.67,22,66.02,1.99,85.14
2026-03-07,LINE-C,Afternoon,1010,1149,1.0,45,73.48,4.46,87.9
2026-03-07,LINE-C,Night,858,1130,0.24,39,70.3,4.55,75.93
2026-03-07,LINE-D,Morning,892,1206,0.77,16,65.65,1.79,73.96
2026-03-07,LINE-D,Afternoon,1104,1212,2.18,28,64.58,2.54,91.09
2026-03-07,LINE-D,Night,1092,1003,2.21,24,77.07,2.2,108.87
2026-03-08,LINE-A,Morning,951,1049,2.6,36,58.88,3.79,90.66
2026-03-08,LINE-A,Afternoon,904,1249,2.18,40,50.33,4.42,72.38
2026-03-08,LINE-A,Night,865,1261,1.97,16,50.75,1.85,68.6
2026-03-08,LINE-B,Morning,930,1236,1.4,25,60.4,2.69,75.24
2026-03-08,LINE-B,Afternoon,1198,1224,0.39,12,92.17,1.0,97.88
2026-03-08,LINE-B,Night,899,1239,1.81,46,53.27,5.12,72.56
2026-03-08,LINE-C,Morning,813,1001,0.54,9,74.9,1.11,81.22
2026-03-08,LINE-C,Afternoon,840,1110,1.78,43,55.83,5.12,75.68
2026-03-08,LINE-C,Night,883,1129,0.29,21,73.58,2.38,78.21
2026-03-08,LINE-D,Morning,1178,1027,0.77,41,100.06,3.48,114.7
2026-03-08,LINE-D,Afternoon,1060,1163,2.91,35,56.07,3.3,91.14
2026-03-08,LINE-D,Night,1194,1009,0.22,18,113.34,1.51,118.33
2026-03-09,LINE-A,Morning,879,1092,1.01,34,67.61,3.87,80.49
2026-03-09,LINE-A,Afternoon,1160,1256,1.35,12,75.98,1.03,92.36
2026-03-09,LINE-A,Night,970,1000,0.76,24,85.62,2.47,97.0
2026-03-09,LINE-B,Morning,1083,1120,1.82,41,71.87,3.79,96.7
2026-03-09,LINE-B,Afternoon,1003,1164,2.35,48,57.94,4.79,86.17
2026-03-09,LINE-B,Night,1111,1155,2.59,10,64.46,0.9,96.19
2026-03-09,LINE-C,Morning,907,1250,0.34,18,68.1,1.98,72.56
2026-03-09,LINE-C,Afternoon,929,1292,2.81,33,44.99,3.55,71.9
2026-03-09,LINE-C,Night,800,1118,0.67,41,62.21,5.12,71.56
2026-03-09,LINE-D,Morning,1044,1058,0.95,18,85.46,1.72,98.68
2026-03-09,LINE-D,Afternoon,811,1275,2.96,28,38.69,3.45,63.61
2026-03-09,LINE-D,Night,1050,1298,0.05,29,78.17,2.76,80.89
2026-03-10,LINE-A,Morning,1105,1284,2.6,35,56.25,3.17,86.06
2026-03-10,LINE-A,Afternoon,983,1177,1.03,42,69.66,4.27,83.52
2026-03-10,LINE-A,Night,1139,1150,0.09,49,93.72,4.3,99.04
2026-03-10,LINE-B,Morning,1107,1233,2.2,12,64.39,1.08,89.78
2026-03-10,LINE-B,Afternoon,1140,1128,2.19,33,71.27,2.89,101.06
2026-03-10,LINE-B,Night,1151,1004,2.89,38,70.8,3.3,114.64
2026-03-10,LINE-C,Morning,992,1118,2.83,14,56.53,1.41,88.73
2026-03-10,LINE-C,Afternoon,913,1144,2.49,44,52.32,4.82,79.81
2026-03-10,LINE-C,Night,1168,1075,0.34,29,101.45,2.48,108.65
2026-03-10,LINE-D,Morning,1101,1288,1.8,35,64.14,3.18,85.48
2026-03-10,LINE-D,Afternoon,941,1052,2.0,45,63.88,4.78,89.45
2026-03-10,LINE-D,Night,889,1219,0.48,10,67.79,1.12,72.93
2026-03-11,LINE-A,Morning,862,1072,2.6,29,52.45,3.36,80.41
2026-03-11,LINE-A,Afternoon,975,1268,2.35,17,53.35,1.74,76.89
2026-03-11,LINE-A,Night,958,1097,1.21,8,73.5,0.84,87.33
2026-03-11,LINE-B,Morning,901,1018,2.42,22,60.23,2.44,88.51
2026-03-11,LINE-B,Afternoon,1196,1278,1.31,15,77.27,1.25,93.58
2026-03-11,LINE-B,Night,928,1088,0.99,5,74.33,0.54,85.29
2026-03-11,LINE-C,Morning,875,1198,1.69,23,56.1,2.63,73.04
2026-03-11,LINE-C,Afternoon,1115,1092,1.35,36,82.13,3.23,102.11
2026-03-11,LINE-C,Night,1090,1101,0.22,39,92.83,3.58,99.0
2026-03-11,LINE-D,Morning,909,1264,1.14,30,59.63,3.3,71.91
2026-03-11,LINE-D,Afternoon,1127,1116,2.44,29,68.38,2.57,100.99
2026-03-11,LINE-D,Night,811,1132,1.2,41,57.81,5.06,71.64
2026-03-12,LINE-A,Morning,1099,1227,1.82,27,67.49,2.46,89.57
2026-03-12,LINE-A,Afternoon,1125,1020,0.59,20,100.33,1.78,110.29
2026-03-12,LINE-A,Night,1102,1116,2.69,29,63.83,2.63,98.75
2026-03-12,LINE-B,Morning,1091,1202,1.14,8,77.27,0.73,90.77
2026-03-12,LINE-B,Afternoon,1076,1140,1.05,38,79.11,3.53,94.39
2026-03-12,LINE-B,Night,1133,1051,2.01,33,78.37,2.91,107.8
2026-03-12,LINE-C,Morning,1038,1155,1.62,20,70.29,1.93,89.87
2026-03-12,LINE-C,Afternoon,905,1157,2.15,17,56.12,1.88,78.22
2026-03-12,LINE-C,Night,931,1089,0.37,15,80.23,1.61,85.49
2026-03-12,LINE-D,Morning,1062,1107,0.54,17,88.02,1.6,95.93
2026-03-12,LINE-D,Afternoon,958,1070,0.89,46,75.75,4.8,89.53
2026-03-12,LINE-D,Night,1097,1035,1.27,11,88.27,1.0,105.99
2026-03-13,LINE-A,Morning,1109,1171,0.13,46,89.31,4.15,94.71
2026-03-13,LINE-A,Afternoon,846,1140,1.8,25,55.81,2.96,74.21
2026-03-13,LINE-A,Night,1013,1219,0.68,13,75.06,1.28,83.1
2026-03-13,LINE-B,Morning,1070,1009,0.52,46,94.89,4.3,106.05
2026-03-13,LINE-B,Afternoon,871,1151,1.06,30,63.39,3.44,75.67
2026-03-13,LINE-B,Night,1146,1292,0.91,28,76.69,2.44,88.7
2026-03-13,LINE-C,Morning,818,1099,1.27,14,61.54,1.71,74.43
2026-03-13,LINE-C,Afternoon,1144,1145,2.3,14,70.32,1.22,99.91
2026-03-13,LINE-C,Night,1041,1068,0.5,39,87.95,3.75,97.47
2026-03-13,LINE-D,Morning,907,1225,1.42,25,59.22,2.76,74.04
2026-03-13,LINE-D,Afternoon,949,1292,1.93,32,53.86,3.37,73.45
2026-03-13,LINE-D,Night,959,1010,0.7,18,85.01,1.88,94.95
2026-03-14,LINE-A,Morning,876,1253,0.43,39,63.21,4.45,69.91
2026-03-14,LINE-A,Afternoon,1062,1084,2.03,46,69.95,4.33,97.97
2026-03-14,LINE-A,Night,1173,1124,2.15,15,75.33,1.28,104.36
2026-03-14,LINE-B,Morning,1079,1187,2.46,8,62.48,0.74,90.9
2026-03-14,LINE-B,Afternoon,1017,1101,1.74,43,69.22,4.23,92.37
2026-03-14,LINE-B,Night,908,1035,0.26,37,81.42,4.07,87.73
2026-03-14,LINE-C,Morning,963,1072,0.97,10,78.12,1.04,89.83
2026-03-14,LINE-C,Afternoon,995,1268,1.56,6,62.79,0.6,78.47
2026-03-14,LINE-C,Night,804,1026,1.92,12,58.67,1.49,78.36
2026-03-14,LINE-D,Morning,1029,1199,1.95,48,61.87,4.66,85.82
2026-03-14,LINE-D,Afternoon,1180,1057,1.0,10,96.85,0.85,111.64
2026-03-14,LINE-D,Night,929,1214,1.14,42,62.65,4.52,76.52
2026-03-15,LINE-A,Morning,1008,1290,2.19,34,54.83,3.37,78.14
2026-03-15,LINE-A,Afternoon,915,1263,1.74,40,54.21,4.37,72.45
2026-03-15,LINE-A,Night,1132,1286,2.26,20,62.04,1.77,88.02
2026-03-15,LINE-B,Morning,905,1157,1.35,20,63.58,2.21,78.22
2026-03-15,LINE-B,Afternoon,811,1144,0.9,12,61.98,1.48,70.89
2026-03-15,LINE-B,Night,802,1143,1.15,27,58.05,3.37,70.17
2026-03-15,LINE-C,Morning,1147,1114,0.46,9,96.28,0.78,102.96
2026-03-15,LINE-C,Afternoon,1159,1247,1.62,34,71.95,2.93,92.94
2026-03-15,LINE-C,Night,948,1083,1.87,22,65.51,2.32,87.53
2026-03-15,LINE-D,Morning,1030,1287,0.38,20,74.75,1.94,80.03
2026-03-15,LINE-D,Afternoon,837,1225,0.19,40,63.52,4.78,68.33
2026-03-15,LINE-D,Night,950,1113,1.03,45,70.83,4.74,85.35
2026-03-16,LINE-A,Morning,1140,1257,2.81,13,58.17,1.14,90.69
2026-03-16,LINE-A,Afternoon,1130,1179,0.84,30,83.5,2.65,95.84
2026-03-16,LINE-A,Night,995,1261,2.76,47,49.25,4.72,78.91
2026-03-16,LINE-B,Morning,942,1100,1.17,16,71.88,1.7,85.64
2026-03-16,LINE-B,Afternoon,1038,1048,0.35,22,92.7,2.12,99.05
2026-03-16,LINE-B,Night,1090,1157,2.63,34,61.26,3.12,94.21
2026-03-16,LINE-C,Morning,933,1066,2.37,18,60.41,1.93,87.52
2026-03-16,LINE-C,Afternoon,872,1162,0.52,6,69.68,0.69,75.04
2026-03-16,LINE-C,Night,1005,1275,1.72,14,61.01,1.39,78.82
2026-03-16,LINE-D,Morning,824,1280,1.44,37,50.42,4.49,64.38
2026-03-16,LINE-D,Afternoon,963,1094,1.46,20,70.47,2.08,88.03
2026-03-16,LINE-D,Night,1109,1237,0.52,7,83.29,0.63,89.65
2026-03-17,LINE-A,Morning,1189,1024,2.0,38,84.3,3.2,116.11
2026-03-17,LINE-A,Afternoon,1191,1024,0.7,49,101.77,4.11,116.31
2026-03-17,LINE-A,Night,811,1287,0.37,32,57.73,3.95,63.01
2026-03-17,LINE-B,Morning,940,1030,1.52,22,72.19,2.34,91.26
2026-03-17,LINE-B,Afternoon,1115,1159,0.65,6,87.91,0.54,96.2
2026-03-17,LINE-B,Night,859,1150,0.46,9,69.67,1.05,74.7
2026-03-17,LINE-C,Morning,1065,1129,1.45,35,74.7,3.29,94.33
2026-03-17,LINE-C,Afternoon,855,1082,0.51,25,71.82,2.92,79.02
2026-03-17,LINE-C,Night,1128,1155,0.91,11,85.7,0.98,97.66
2026-03-17,LINE-D,Morning,879,1251,1.85,8,53.52,0.91,70.26
2026-03-17,LINE-D,Afternoon,902,1039,2.44,43,57.46,4.77,86.81
2026-03-17,LINE-D,Night,1179,1220,1.87,42,71.41,3.56,96.64
2026-03-18,LINE-A,Morning,1030,1177,0.39,39,80.08,3.79,87.51
2026-03-18,LINE-A,Afternoon,806,1154,1.24,18,57.7,2.23,69.84
2026-03-18,LINE-A,Night,1028,1085,2.89,6,60.17,0.58,94.75
2026-03-18,LINE-B,Morning,861,1218,1.26,42,56.65,4.88,70.69
2026-03-18,LINE-B,Afternoon,878,1148,2.28,43,52.0,4.9,76.48
2026-03-18,LINE-B,Night,1188,1064,0.97,30,95.64,2.53,111.65
2026-03-18,LINE-C,Morning,1041,1212,0.6,41,76.32,3.94,85.89
2026-03-18,LINE-C,Afternoon,972,1159,1.46,39,65.81,4.01,83.87
2026-03-18,LINE-C,Night,987,1190,1.5,30,65.34,3.04,82.94
2026-03-18,LINE-D,Morning,995,1033,0.97,22,82.78,2.21,96.32
2026-03-18,LINE-D,Afternoon,1031,1226,1.13,33,69.91,3.2,84.09
2026-03-18,LINE-D,Night,841,1020,2.87,45,50.04,5.35,82.45
2026-03-19,LINE-A,Morning,991,1016,1.98,45,70.07,4.54,97.54
2026-03-19,LINE-A,Afternoon,928,1129,1.31,33,66.29,3.56,82.2
2026-03-19,LINE-A,Night,896,1009,2.79,44,54.99,4.91,88.8
2026-03-19,LINE-B,Morning,1076,1283,1.91,38,61.59,3.53,83.87
2026-03-19,LINE-B,Afternoon,1063,1213,1.91,19,65.51,1.79,87.63
2026-03-19,LINE-B,Night,1142,1172,0.45,36,89.07,3.15,97.44
2026-03-19,LINE-C,Morning,886,1100,0.14,12,78.07,1.35,80.55
2026-03-19,LINE-C,Afternoon,886,1042,1.98,28,61.96,3.16,85.03
2026-03-19,LINE-C,Night,951,1016,2.87,25,58.44,2.63,93.6
2026-03-19,LINE-D,Morning,1031,1227,1.05,19,71.66,1.84,84.03
2026-03-19,LINE-D,Afternoon,1010,1027,1.06,9,84.55,0.89,98.34
2026-03-19,LINE-D,Night,1060,1007,0.8,42,90.98,3.96,105.26
2026-03-20,LINE-A,Morning,910,1219,2.7,12,48.8,1.32,74.65
2026-03-20,LINE-A,Afternoon,1055,1048,0.77,8,90.29,0.76,100.67
2026-03-20,LINE-A,Night,877,1104,1.93,14,59.31,1.6,79.44
2026-03-20,LINE-B,Morning,948,1163,0.88,44,69.18,4.64,81.51
2026-03-20,LINE-B,Afternoon,1057,1268,1.75,35,62.97,3.31,83.36
2026-03-20,LINE-B,Night,1199,1287,1.85,38,69.35,3.17,93.16
2026-03-20,LINE-C,Morning,810,1009,1.01,44,66.34,5.43,80.28
2026-03-20,LINE-C,Afternoon,982,1152,1.13,18,71.86,1.83,85.24
2026-03-20,LINE-C,Night,923,1113,2.83,34,51.62,3.68,82.93
2026-03-20,LINE-D,Morning,1012,1171,0.59,25,78.07,2.47,86.42
2026-03-20,LINE-D,Afternoon,921,1031,0.95,43,75.04,4.67,89.33
2026-03-20,LINE-D,Night,1067,1232,1.63,25,67.35,2.34,86.61
2026-03-21,LINE-A,Morning,1196,1148,2.94,44,63.47,3.68,104.18
2026-03-21,LINE-A,Afternoon,1037,1134,0.54,36,82.32,3.47,91.45
2026-03-21,LINE-A,Night,1002,1255,1.64,47,60.5,4.69,79.84
2026-03-21,LINE-B,Morning,1144,1021,1.62,17,88.03,1.49,112.05
2026-03-21,LINE-B,Afternoon,1057,1028,2.06,31,74.11,2.93,102.82
2026-03-21,LINE-B,Night,849,1094,1.47,27,61.33,3.18,77.61
2026-03-21,LINE-C,Morning,887,1043,2.2,47,58.39,5.3,85.04
2026-03-21,LINE-C,Afternoon,988,1183,1.84,23,62.81,2.33,83.52
2026-03-21,LINE-C,Night,822,1029,2.62,29,51.82,3.53,79.88
2026-03-21,LINE-D,Morning,927,1228,0.48,46,67.44,4.96,75.49
2026-03-21,LINE-D,Afternoon,985,1143,2.44,48,56.98,4.87,86.18
2026-03-21,LINE-D,Night,1060,1002,2.98,44,63.63,4.15,105.79
2026-03-22,LINE-A,Morning,1023,1009,2.23,43,70.05,4.2,101.39
2026-03-22,LINE-A,Afternoon,1018,1065,1.07,17,81.42,1.67,95.59
2026-03-22,LINE-A,Night,1192,1085,2.54,16,73.97,1.34,109.86
2026-03-22,LINE-B,Morning,1008,1013,2.25,24,69.83,2.38,99.51
2026-03-22,LINE-B,Afternoon,874,1242,2.53,10,47.57,1.14,70.37
2026-03-22,LINE-B,Night,1111,1210,2.99,8,57.08,0.72,91.82
2026-03-22,LINE-C,Morning,910,1131,2.17,28,56.83,3.08,80.46
2026-03-22,LINE-C,Afternoon,1026,1153,1.17,25,74.13,2.44,88.99
2026-03-22,LINE-C,Night,1109,1201,1.86,8,70.36,0.72,92.34
2026-03-22,LINE-D,Morning,987,1056,1.16,21,78.21,2.13,93.47
2026-03-22,LINE-D,Afternoon,918,1070,1.44,18,68.97,1.96,85.79
2026-03-22,LINE-D,Night,802,1215,0.31,8,62.81,1.0,66.01
2026-03-23,LINE-A,Morning,1175,1253,1.46,34,74.44,2.89,93.77
2026-03-23,LINE-A,Afternoon,881,1158,0.07,23,73.44,2.61,76.08
2026-03-23,LINE-A,Night,1104,1210,0.18,49,85.23,4.44,91.24
2026-03-23,LINE-B,Morning,875,1029,2.95,35,51.52,4.0,85.03
2026-03-23,LINE-B,Afternoon,1155,1191,1.56,49,74.76,4.24,96.98
2026-03-23,LINE-B,Night,1027,1182,2.21,37,60.63,3.6,86.89
2026-03-23,LINE-C,Morning,945,1115,0.19,32,79.93,3.39,84.75
2026-03-23,LINE-C,Afternoon,1050,1117,1.93,21,69.9,2.0,94.0
2026-03-23,LINE-C,Night,997,1259,1.49,31,62.44,3.11,79.19
2026-03-23,LINE-D,Morning,1198,1197,2.97,15,62.13,1.25,100.08
2026-03-23,LINE-D,Afternoon,1158,1136,2.85,9,65.12,0.78,101.94
2026-03-23,LINE-D,Night,860,1137,1.0,17,64.87,1.98,75.64
2026-03-24,LINE-A,Morning,906,1112,1.76,49,60.11,5.41,81.47
2026-03-24,LINE-A,Afternoon,997,1050,2.82,46,58.65,4.61,94.95
2026-03-24,LINE-A,Night,834,1068,2.53,41,50.77,4.92,78.09
2026-03-24,LINE-B,Morning,848,1073,2.81,40,48.85,4.72,79.03
2026-03-24,LINE-B,Afternoon,869,1089,0.24,43,73.57,4.95,79.8
2026-03-24,LINE-B,Night,1094,1128,2.34,40,66.11,3.66,96.99
2026-03-24,LINE-C,Morning,1125,1296,0.48,48,78.12,4.27,86.81
2026-03-24,LINE-C,Afternoon,987,1056,2.25,28,65.28,2.84,93.47
2026-03-24,LINE-C,Night,835,1212,0.21,48,63.23,5.75,68.89
2026-03-24,LINE-D,Morning,905,1219,0.83,32,64.18,3.54,74.24
2026-03-24,LINE-D,Afternoon,1069,1119,2.92,20,59.53,1.87,95.53
2026-03-24,LINE-D,Night,981,1105,2.53,10,60.09,1.02,88.78
2026-03-25,LINE-A,Morning,843,1227,0.1,24,65.91,2.85,68.7
2026-03-25,LINE-A,Afternoon,1137,1249,1.69,25,70.22,2.2,91.03
2026-03-25,LINE-A,Night,995,1177,1.23,11,70.74,1.11,84.54
2026-03-25,LINE-B,Morning,869,1126,0.71,36,67.41,4.14,77.18
2026-03-25,LINE-B,Afternoon,1047,1202,2.89,19,54.62,1.81,87.1
2026-03-25,LINE-B,Night,998,1153,1.26,18,71.61,1.8,86.56
2026-03-25,LINE-C,Morning,1112,1164,2.94,22,59.23,1.98,95.53
2026-03-25,LINE-C,Afternoon,868,1130,2.18,41,53.24,4.72,76.81
2026-03-25,LINE-C,Night,1104,1160,0.45,8,89.17,0.72,95.17
2026-03-25,LINE-D,Morning,1182,1085,1.68,21,84.53,1.78,108.94
2026-03-25,LINE-D,Afternoon,951,1060,0.68,32,79.34,3.36,89.72
2026-03-25,LINE-D,Night,842,1168,2.38,21,49.38,2.49,72.09
2026-03-26,LINE-A,Morning,897,1197,2.54,14,50.35,1.56,74.94
2026-03-26,LINE-A,Afternoon,1140,1004,2.84,6,72.85,0.53,113.55
2026-03-26,LINE-A,Night,1129,1097,2.59,43,66.94,3.81,102.92
2026-03-26,LINE-B,Morning,885,1075,0.19,44,76.38,4.97,82.33
2026-03-26,LINE-B,Afternoon,1093,1058,1.38,36,82.68,3.29,103.31
2026-03-26,LINE-B,Night,1190,1276,0.49,8,86.97,0.67,93.26
2026-03-26,LINE-C,Morning,1165,1213,0.05,44,91.84,3.78,96.04
2026-03-26,LINE-C,Afternoon,1012,1078,2.64,32,60.91,3.16,93.88
2026-03-26,LINE-C,Night,1069,1167,2.95,30,56.19,2.81,91.6
2026-03-26,LINE-D,Morning,1168,1065,0.2,7,106.29,0.6,109.67
2026-03-26,LINE-D,Afternoon,843,1096,1.17,39,62.63,4.63,76.92
2026-03-26,LINE-D,Night,1061,1166,1.97,29,66.72,2.73,90.99
2026-03-27,LINE-A,Morning,1178,1177,0.28,9,95.84,0.76,100.08
2026-03-27,LINE-A,Afternoon,1106,1266,0.61,14,79.68,1.27,87.36
2026-03-27,LINE-A,Night,807,1296,1.73,25,47.29,3.1,62.27
2026-03-27,LINE-B,Morning,871,1054,1.93,19,61.34,2.18,82.64
2026-03-27,LINE-B,Afternoon,1037,1103,1.56,24,73.94,2.31,94.02
2026-03-27,LINE-B,Night,1067,1262,1.84,49,62.12,4.59,84.55
2026-03-27,LINE-C,Morning,1058,1282,0.83,44,70.89,4.16,82.53
2026-03-27,LINE-C,Afternoon,1019,1128,0.1,12,88.16,1.18,90.34
2026-03-27,LINE-C,Night,900,1175,0.46,8,71.55,0.89,76.6
2026-03-27,LINE-D,Morning,1165,1245,2.57,13,62.8,1.12,93.57
2026-03-27,LINE-D,Afternoon,811,1015,2.97,49,47.2,6.04,79.9
2026-03-27,LINE-D,Night,1174,1020,2.18,38,81.02,3.24,115.1
2026-03-28,LINE-A,Morning,1059,1101,2.94,31,59.06,2.93,96.19
2026-03-28,LINE-A,Afternoon,1124,1024,0.28,8,105.18,0.71,109.77
2026-03-28,LINE-A,Night,1080,1153,0.24,9,90.11,0.83,93.67
2026-03-28,LINE-B,Morning,1026,1188,1.01,13,74.5,1.27,86.36
2026-03-28,LINE-B,Afternoon,1171,1133,2.13,48,72.73,4.1,103.35
2026-03-28,LINE-B,Night,1176,1212,0.76,26,85.87,2.21,97.03
2026-03-28,LINE-C,Morning,930,1075,1.01,30,73.15,3.23,86.51
2026-03-28,LINE-C,Afternoon,1076,1155,2.48,37,62.07,3.44,93.16
2026-03-28,LINE-C,Night,962,1179,2.72,22,52.62,2.29,81.59
2026-03-28,LINE-D,Morning,1113,1074,1.95,26,76.53,2.34,103.63
2026-03-28,LINE-D,Afternoon,1072,1107,1.41,19,78.36,1.77,96.84
2026-03-28,LINE-D,Night,1146,1288,0.38,20,83.27,1.75,88.98
2026-03-29,LINE-A,Morning,865,1247,0.21,43,64.2,4.97,69.37
2026-03-29,LINE-A,Afternoon,1000,1147,0.68,12,78.81,1.2,87.18
2026-03-29,LINE-A,Night,1046,1127,1.93,8,69.89,0.76,92.81
2026-03-29,LINE-B,Morning,1102,1293,1.08,25,72.05,2.27,85.23
2026-03-29,LINE-B,Afternoon,1026,1116,1.22,18,76.56,1.75,91.94
2026-03-29,LINE-B,Night,838,1251,1.99,22,49.0,2.63,66.99
